Timestamp,Battery Level,Voltage Bias,Voltage Output,Conductance
1686593406.0531788,0.491764705882353,0.24574780058651027,0.24516129032258066,0.0007946747443017139
1686593406.0533729,0.4870588235294117,0.3495601173020528,0.1372434017595308,0.5147120322510498
1686593406.053559,0.4870588235294117,0.3478005865102639,0.1372434017595308,0.5039969609883396
1686593406.2027001,0.4894117647058824,0.3519061583577713,0.1372434017595308,0.5203733440385386
1686593406.6971679,0.4894117647058824,0.35249266862170087,0.1372434017595308,0.5240303045574424
1686593407.193488,0.4894117647058824,0.3519061583577713,0.13841642228739004,0.5175297738525356
1686593407.6898508,0.4894117647058824,0.3519061583577713,0.13841642228739004,0.5175297738525356
1686593408.17071,0.4894117647058824,0.3519061583577713,0.13841642228739004,0.5175297738525356
1686593408.683299,0.4894117647058824,0.3519061583577713,0.13900293255131965,0.5161079887595341
1686593409.661153,0.491764705882353,0.35131964809384164,0.13958944281524927,0.5025220267924403
1686593410.67063,0.491764705882353,0.350733137829912,0.1401759530791789,0.4976597028556517
1686593411.167009,0.491764705882353,0.350733137829912,0.1401759530791789,0.4976597028556517
