Timestamp,Battery Level,Voltage Bias,Voltage Output,Conductance
1686602504.602324,0.4988235294117647,0.24868035190615836,0.24926686217008798,0.0007815660745154283
1686602504.602646,0.491764705882353,0.24574780058651027,0.24633431085043989,0.0007946747443017139
1686602504.603457,0.49411764705882355,0.24633431085043989,0.2469208211143695,0.0007890095609393847
1686602504.603963,0.49411764705882355,0.2469208211143695,0.2475073313782991,0.0007908816003721788
1686602504.60472,0.4423529411764706,35.28093841642229,32.81466275659824,0.023597166055784467
1686602504.605549,0.49411764705882355,0.2469208211143695,0.2475073313782991,0.0007908816003721788
1686602504.606302,0.491764705882353,0.32492668621700876,0.16715542521994137,0.31521844024428897
1686602504.6068501,0.49411764705882355,0.3225806451612903,0.17360703812316716,0.2894877983373558
1686602504.6073012,0.49411764705882355,0.3090909090909091,0.18651026392961875,0.22083411026166944
1686602504.607693,0.32,30.12903225806452,25.81818181818182,0.04820519278141996
1686602504.60833,0.49411764705882355,0.36422287390029323,0.130791788856305,0.5990261177512172
1686602504.608767,0.4964705882352941,0.36539589442815246,0.13020527859237535,0.598108373692707
1686602504.609246,0.4964705882352941,0.3659824046920821,0.13020527859237535,0.6022949606049387
1686602504.61048,0.4964705882352941,0.36539589442815246,0.13020527859237535,0.598108373692707
1686602504.610871,0.4964705882352941,0.36480938416422287,0.130791788856305,0.5924741889838057
1686602504.6113138,0.4964705882352941,0.36422287390029323,0.13196480938416422,0.5854116664927475
1686602504.61187,0.4964705882352941,0.36422287390029323,0.13196480938416422,0.5854116664927475
1686602504.612284,0.4964705882352941,0.36422287390029323,0.13196480938416422,0.5854116664927475
1686602504.6127481,0.4964705882352941,0.36422287390029323,0.13196480938416422,0.5854116664927475
1686602504.613285,0.5505882352941176,33.583577712609966,2.3841642228739,0.3148308603349497
1686602504.613732,0.4964705882352941,0.36480938416422287,0.1313782991202346,0.5909892912670544
1686602504.614469,0.4964705882352941,0.36480938416422287,0.13196480938416422,0.5895043935503029
1686602504.6149728,0.4964705882352941,0.36480938416422287,0.13196480938416422,0.5895043935503029
1686602504.863904,0.4964705882352941,0.36480938416422287,0.1313782991202346,0.5909892912670544
1686602505.359149,0.4964705882352941,0.36539589442815246,0.1313782991202346,0.5951252895346387
1686602505.869121,0.4964705882352941,0.36480938416422287,0.1313782991202346,0.5909892912670544
1686602506.3629692,0.4964705882352941,0.36480938416422287,0.13196480938416422,0.5895043935503029
1686602506.85803,0.4964705882352941,0.36480938416422287,0.13196480938416422,0.5895043935503029
1686602507.352242,0.4964705882352941,0.36480938416422287,0.1313782991202346,0.5909892912670544
1686602507.8313851,0.4964705882352941,0.36539589442815246,0.1313782991202346,0.5951252895346387
1686602509.330262,0.4964705882352941,0.36480938416422287,0.13196480938416422,0.5895043935503029
1686602509.8246038,0.4964705882352941,0.36480938416422287,0.1313782991202346,0.5909892912670544
1686602510.335165,0.4964705882352941,0.36539589442815246,0.13196480938416422,0.5936337474556045
